type,pos,headword,freq,range
tocavam,,,2,1
toccata,,,1,1
toceira,,,5,1
tocera,,,2,1
tocha,,,6,1
toco,,,337,1
tocole,,,2,1
tocos,,,11,1
tocou,,,70,1
tocá,,,11,1
tod,,,2,1
toda,,,1690,1
todas,,,435,1
todavia,,,1,1
todavía,,,1,1
todeschini,,,9,1
todfo,,,2,1
todinha,,,7,1
todinhas,,,1,1
todinho,,,1,1
todo,,,2244,1
todoa,,,1,1
todoas,,,2,1
todomundo,,,2,1
todos,,,1257,1
todps,,,2,1
toga,,,1,1
toiceira,,,1,1
toicinho,,,6,1
tola,,,1,1
tolas,,,6,1
tolda,,,6,1
toldada,,,2,1
toldado,,,1,1
toldar,,,1,1
toldei,,,2,1
toldeiras,,,1,1
tolderia,,,2,1
tolderias,,,4,1
tolderiaschacarera,,,1,1
tolderías,,,2,1
toldo,,,18,1
toldos,,,1,1
toledo,,,9,1
tolerância,,,1,1
tolete,,,1,1
toletes,,,1,1
tolhido,,,1,1
tolice,,,11,1
tolices,,,2,1
tolo,,,10,1
tom,,,104,1
toma,,,202,1
tomaba,,,1,1
tomada,,,10,1
tomadas,,,2,1
tomado,,,14,1
tomadores,,,1,1
tomam,,,14,1
tomamos,,,3,1
tomando,,,152,1
tomar,,,406,1
tomara,,,51,1
tomaram,,,16,1
tomarem,,,2,1
tomará,,,4,1
tomas,,,7,1
tomaste,,,2,1
tomate,,,1,1
tomava,,,29,1
tomba,,,26,1
tombadas,,,2,1
tombadilho,,,1,1
tombado,,,3,1
tombamos,,,1,1
tombando,,,4,1
tombar,,,8,1
tombaram,,,16,1
tombaste,,,1,1
tombava,,,2,1
tombavam,,,2,1
tombeando,,,3,1
tombei,,,3,1
tombeia,,,4,1
tombo,,,259,1
tombos,,,53,1
tombou,,,44,1
tome,,,67,1
tomei,,,139,1
tomem,,,8,1
tomemo,,,7,1
tomemos,,,1,1
tomes,,,2,1
tomo,,,156,1
tomou,,,93,1
tomá,,,23,1
tomé,,,23,1
ton,,,1,1
tona,,,34,1
tonada,,,2,1
tonante,,,4,1
tonco,,,2,1
tondado,,,1,1
tonel,,,3,1
toneladas,,,6,1
toneleros,,,2,1
tongo,,,4,1
tonho,,,2,1
tonico,,,15,1
tonotua,,,1,1
tons,,,30,1
tonta,,,42,1
tontas,,,2,1
tonteando,,,3,1
tonteia,,,12,1
tonteira,,,1,1
tontera,,,1,1
tonteá,,,4,1
tontia,,,2,1
tontinho,,,1,1
tonto,,,54,1
tontos,,,2,1
tontura,,,2,1
tonturas,,,1,1
tony,,,2,1
too,,,4,1
top,,,11,1
topa,,,38,1
topada,,,1,1
topadas,,,2,1
topador,,,2,1
topamos,,,5,1
topando,,,14,1
topar,,,24,1
toparam,,,10,1
topaste,,,1,1
topava,,,4,1
tope,,,24,1
topear,,,1,1
topei,,,30,1
topeira,,,2,1
topemo,,,1,1
topete,,,34,1
topetuda,,,1,1
topetudo,,,39,1
topilha,,,1,1
topo,,,72,1
topou,,,9,1
topá,,,8,1
toque,,,600,1
toquei,,,131,1
toquem,,,1,1
toquemo,,,3,1
toquen,,,1,1
toques,,,14,1
toquinho,,,2,1
toqué,,,1,1
toquêmo,,,3,1
tora,,,27,1
torais,,,1,1
toras,,,32,1
torcassas,,,2,1
torcaz,,,1,1
torcaza,,,7,1
torcazas,,,2,1
torcaça,,,3,1
torce,,,20,1
torceando,,,1,1
torcedor,,,5,1
torcedores,,,1,1
torcem,,,2,1
torcendo,,,18,1
torcer,,,18,1
torceu,,,2,1
torci,,,3,1
torcicolo,,,3,1
torcida,,,32,1
torcidas,,,2,1
torcido,,,23,1
torda,,,2,1
tordei,,,1,1
tordesilhas,,,1,1
tordilha,,,47,1
tordilharam,,,2,1
tordilharem,,,1,1
tordilhas,,,15,1
tordilhinho,,,2,1
tordilho,,,302,1
tordilhos,,,6,1
tordilhou,,,1,1
tordilinho,,,1,1
tordillo,,,5,1
toreado,,,1,1
toreando,,,18,1
torear,,,11,1
torearam,,,1,1
toreia,,,5,1
toreio,,,2,1
torena,,,54,1
torenas,,,18,1
toreno,,,1,1
toreou,,,2,1
toriava,,,1,1
torito,,,3,1
toritos,,,1,1
tormendos,,,1,1
tormenta,,,97,1
tormentas,,,20,1
tormento,,,43,1
tormentos,,,13,1
tormentão,,,2,1
torna,,,63,1
tornadas,,,2,1
tornado,,,4,1
tornam,,,16,1
tornamos,,,3,1
tornando,,,20,1
tornar,,,43,1
tornaram,,,13,1
tornarei,,,2,1
tornarem,,,2,1
tornaria,,,2,1
tornariam,,,1,1
tornará,,,2,1
tornasse,,,5,1
tornaste,,,3,1
tornava,,,3,1
tornavam,,,2,1
torne,,,11,1
torneada,,,3,1
tornei,,,43,1
torneio,,,25,1
torneios,,,1,1
torneira,,,4,1
tornem,,,1,1
torniquete,,,4,1
torno,,,18,1
tornou,,,64,1
tornouse,,,9,1
tornozelo,,,5,1
toro,,,57,1
toropi,,,1,1
toros,,,4,1
torpedo,,,1,1
torquato,,,1,1
torquês,,,1,1
torra,,,1,1
torrada,,,3,1
torrado,,,3,1
torrando,,,1,1
torrante,,,3,1
torrantes,,,1,1
torrar,,,3,1
torras,,,2,1
torre,,,7,1
torreio,,,1,1
torreira,,,1,1
torrena,,,2,1
torrente,,,1,1
torrentes,,,3,1
torres,,,81,1
torresminho,,,2,1
torresmo,,,19,1
torrão,,,122,1
torta,,,49,1
tortas,,,6,1
tortilla,,,1,1
torto,,,98,1
tortos,,,4,1
tortubiar,,,1,1
tortuga,,,1,1
tortuoso,,,2,1
tortura,,,21,1
torturando,,,3,1
torturar,,,2,1
torturas,,,1,1
torturava,,,1,1
tortures,,,2,1
toruna,,,2,1
toruno,,,5,1
torvelinho,,,1,1
torão,,,3,1
torça,,,4,1
torço,,,2,1
tosa,,,21,1
tosada,,,3,1
tosado,,,6,1
tosador,,,14,1
tosadores,,,1,1
tosando,,,15,1
tosar,,,3,1
tosas,,,2,1
tosca,,,29,1
toscas,,,14,1
tosco,,,30,1
toscos,,,1,1
tosei,,,4,1
toso,,,151,1
tosos,,,1,1
tosou,,,4,1
tosquia,,,16,1
tosquiar,,,2,1
tosquilha,,,2,1
tosquio,,,1,1
tossa,,,2,1
tosse,,,14,1
tossedeira,,,2,1
tossia,,,1,1
tossindo,,,2,1
tosta,,,1,1
tostada,,,24,1
tostadas,,,5,1
tostaditos,,,1,1
tostado,,,146,1
tostados,,,1,1
tostou,,,1,1
tostão,,,11,1
tostões,,,1,1
tosá,,,2,1
total,,,36,1
totalitário,,,1,1
totalmente,,,6,1
totonho,,,40,1
totó,,,4,1
tou,,,37,1
touca,,,8,1
touceira,,,2,1
touceiras,,,2,1
toucinho,,,7,1
toupeira,,,1,1
toura,,,1,1
tourada,,,2,1
touraço,,,1,1
toureando,,,15,1
tourear,,,2,1
toureiar,,,1,1
toureio,,,5,1
toureiro,,,4,1
toureá,,,1,1
tourinho,,,6,1
tourito,,,3,1
touritos,,,1,1
touro,,,780,1
touros,,,75,1
tourp,,,1,1
touruna,,,1,1
towers,,,2,1
tozito,,,1,1
tozo,,,3,1
toçeira,,,1,1
tpatrão,,,1,1
tpm,,,1,1
tr,,,1,1
trabaia,,,2,1
trabaiado,,,1,1
trabaio,,,4,1
trabaiá,,,9,1
trabajo,,,3,1
trabajos,,,1,1
trabalha,,,88,1
trabalhadeira,,,1,1
trabalhado,,,2,1
trabalhador,,,56,1
trabalhadores,,,1,1
trabalham,,,13,1
trabalhamos,,,3,1
trabalhando,,,110,1
trabalhar,,,68,1
trabalharam,,,2,1
trabalhaste,,,2,1
trabalhava,,,31,1
trabalhe,,,1,1
trabalhei,,,43,1
trabalheira,,,2,1
trabalho,,,336,1
trabalhos,,,20,1
trabalhou,,,12,1
trabalhá,,,3,1
trabalhão,,,1,1
trablho,,,1,1
trabuco,,,18,1
trabucos,,,5,1
trabusanda,,,1,1
trabuzana,,,1,1
trabáia,,,1,1
traca,,,15,1
tracaço,,,1,1
trace,,,2,1
tracei,,,14,1
traco,,,5,1
tracou,,,2,1
tradicionais,,,10,1
tradicional,,,61,1
tradicionalismo,,,3,1
tradicionalista,,,28,1
tradicionalistas,,,1,1
tradiciones,,,3,1
tradición,,,1,1
tradiçaõ,,,2,1
tradiçoês,,,1,1
tradição,,,948,1
tradiçãom,,,1,1
tradições,,,138,1
tradoción,,,1,1
traduce,,,1,1
traduz,,,48,1
traduzana,,,2,1
traduzem,,,1,1
traduzia,,,1,1
traduzida,,,3,1
traduzidas,,,1,1
traduzindo,,,1,1
traduzir,,,4,1
traduzo,,,1,1
tradução,,,6,1
trae,,,6,1
traem,,,1,1
traen,,,1,1
traerá,,,1,1
trafegando,,,1,1
trafugueiro,,,1,1
trafuiá,,,1,1
trafungueiro,,,1,1
traga,,,121,1
tragada,,,2,1
tragadas,,,1,1
tragado,,,1,1
tragam,,,2,1
tragando,,,6,1
tragar,,,2,1
tragas,,,12,1
trage,,,8,1
tragicamente,,,1,1
traginho,,,4,1
trago,,,1720,1
tragos,,,48,1
traguinho,,,6,1
traguinhos,,,1,1
traguito,,,1,1
tragá,,,1,1
tragédia,,,6,1
tragédias,,,1,1
trai,,,12,1
traia,,,7,1
traiam,,,2,1
traiar,,,3,1
traias,,,1,1
traicionera,,,3,1
traido,,,1,1
traidor,,,7,1
traidora,,,1,1
traiedo,,,2,1
traigo,,,16,1
traile,,,4,1
trailer,,,2,1
traimos,,,1,1
traindo,,,8,1
traio,,,1,1
trair,,,12,1
trairás,,,1,1
trais,,,4,1
traiste,,,1,1
traiu,,,14,1
traiã,,,1,1
traiçoeira,,,27,1
traiçoeiras,,,8,1
traiçoeiro,,,26,1
traiçoeiros,,,1,1
traiçueiro,,,1,1
traição,,,52,1
traições,,,1,1
traiêdo,,,1,1
traja,,,2,1
trajada,,,2,1
trajadas,,,1,1
trajado,,,8,1
trajando,,,1,1
trajano,,,2,1
trajar,,,6,1
trajava,,,4,1
traje,,,58,1
trajei,,,1,1
trajes,,,13,1
trajetória,,,47,1
trajetórias,,,7,1
trajinho,,,1,1
trajo,,,6,1
trajosos,,,1,1
tralha,,,2,1
tralhando,,,2,1
tralhas,,,19,1
trama,,,32,1
tramadas,,,1,1
tramado,,,6,1
tramados,,,5,1
tramandai,,,17,1
tramandaí,,,7,1
tramando,,,9,1
tramas,,,18,1
trambique,,,1,1
tramei,,,1,1
tramela,,,76,1
tramelas,,,2,1
trameril,,,1,1
tramerio,,,1,1
tramitou,,,1,1
tramoia,,,1,1
tramontina,,,1,1
trampa,,,13,1
trampas,,,4,1
trampeando,,,1,1
trampeia,,,1,1
trampo,,,3,1
tramposo,,,3,1
tramóia,,,2,1
tranca,,,37,1
trancada,,,5,1
trancado,,,11,1
trancam,,,1,1
trancamo,,,1,1
trancando,,,11,1
trancar,,,4,1
trancaram,,,3,1
trancares,,,1,1
trancarmos,,,1,1
trancaro,,,3,1
trancava,,,3,1
trancaço,,,38,1
trance,,,2,1
trancei,,,14,1
trancho,,,1,1
trancilî,,,2,1
trancita,,,1,1
tranco,,,1015,1
trancoprá,,,1,1
trancos,,,12,1
trancou,,,4,1
trancudo,,,1,1
trancão,,,197,1
tranforme,,,1,1
tranpôs,,,1,1
tranque,,,10,1
tranqueada,,,1,1
tranqueadito,,,1,1
tranqueado,,,1,1
tranqueador,,,5,1
tranqueadora,,,1,1
tranqueam,,,1,1
tranqueando,,,88,1
tranquear,,,9,1
tranqueasse,,,1,1
tranqueava,,,3,1
tranquei,,,9,1
tranqueia,,,50,1
tranqueiam,,,14,1
tranqueio,,,3,1
tranqueira,,,14,1
tranqueiras,,,3,1
tranqueiro,,,7,1
tranquejada,,,4,1
tranquera,,,3,1
tranqueá,,,1,1
tranquiando,,,1,1
tranquiar,,,1,1
tranquila,,,16,1
tranquilamente,,,1,1
tranquilas,,,6,1
tranquilidade,,,10,1
tranquilo,,,54,1
tranquilos,,,6,1
tranquinho,,,1,1
tranquito,,,89,1
tranqüila,,,13,1
tranqüilamente,,,1,1
tranqüilas,,,1,1
tranqüilidade,,,7,1
tranqüilo,,,48,1
tranqüilos,,,3,1
tranqülidade,,,1,1
transado,,,2,1
transamazônica,,,2,1
transando,,,7,1
transas,,,4,1
transações,,,1,1
transborda,,,13,1
transbordam,,,1,1
transbordando,,,7,1
transbordantes,,,1,1
transbordarem,,,1,1
transbordarão,,,4,1
transbordou,,,19,1
transceder,,,2,1
transcende,,,6,1
transcendemos,,,1,1
transcendente,,,2,1
transcender,,,3,1
transcendeu,,,2,1
transcendia,,,3,1
transcorre,,,2,1
transcreveu,,,2,1
transcrita,,,1,1
transcrição,,,1,1
transcurido,,,5,1
transcurrido,,,11,1
transcurso,,,1,1
transe,,,2,1
transei,,,1,1
transfere,,,3,1
transfigura,,,5,1
transfigurada,,,2,1
transfigurar,,,1,1
transfiguras,,,1,1
transfira,,,1,1
transfogueiro,,,4,1
transforma,,,71,1
transformada,,,14,1
transformado,,,8,1
transformam,,,10,1
transformamos,,,2,1
transformando,,,10,1
transformar,,,35,1
transformaram,,,8,1
transformarei,,,3,1
transformasse,,,1,1
transformaste,,,2,1
transformastes,,,1,1
transformação,,,8,1
transformações,,,1,1
transforme,,,8,1
transformei,,,22,1
transformo,,,34,1
transformou,,,68,1
transformá,,,2,1
transfusão,,,2,1
transgredir,,,2,1
transgênica,,,1,1
transita,,,2,1
transitando,,,1,1
transitava,,,2,1
transite,,,1,1
transito,,,2,1
transitória,,,2,1
transitório,,,2,1
translaçados,,,1,1
translúcida,,,1,1
transmissores,,,1,1
transmissão,,,2,1
transmissões,,,1,1
transmita,,,1,1
transmite,,,9,1
transmiti,,,2,1
transmitindo,,,4,1
transmitir,,,3,1
transmito,,,4,1
transmição,,,1,1
transmuda,,,3,1
transnoitados,,,1,1
transo,,,1,1
transparecer,,,1,1
transpareciam,,,1,1
transparecido,,,1,1
transparente,,,20,1
transparentes,,,1,1
transparência,,,3,1
transpassa,,,4,1
transpassado,,,1,1
transpassando,,,3,1
transpira,,,3,1
transpirando,,,1,1
transplantado,,,3,1
transplantamos,,,1,1
transplantar,,,2,1
transplante,,,4,1
transpondo,,,3,1
transponho,,,3,1
transponível,,,1,1
transpor,,,4,1
transporta,,,16,1
transportada,,,6,1
transportado,,,4,1
transportador,,,1,1
transportados,,,1,1
transportam,,,1,1
transportando,,,14,1
transportar,,,1,1
transportaram,,,1,1
transporte,,,28,1
transportei,,,4,1
transportem,,,1,1
transporto,,,7,1
transportou,,,1,1
transposta,,,5,1
transpõe,,,5,1
transtornado,,,1,1
transtorno,,,4,1
transudo,,,1,1
transumante,,,1,1
tranã,,,1,1
trança,,,208,1
trançada,,,30,1
trançadas,,,14,1
trançado,,,111,1
trançador,,,11,1
trançados,,,8,1
trançam,,,7,1
trançando,,,49,1
trançar,,,20,1
trançaram,,,1,1
tranças,,,55,1
trançaste,,,3,1
trançei,,,1,1
tranço,,,47,1
trançou,,,6,1
trançudo,,,9,1
tranção,,,3,1
traog,,,1,1
trapa,,,1,1
trapaceiro,,,3,1
trapaceiros,,,1,1
trapalhação,,,1,1
trapaça,,,5,1
trapaças,,,1,1
trapear,,,1,1
trapezista,,,1,1
trapilho,,,1,1
trapinho,,,1,1
trapo,,,42,1
trapos,,,55,1
trapézio,,,1,1
traquei,,,2,1
traqueia,,,1,1
traqueja,,,2,1
traquejada,,,3,1
traquejado,,,5,1
traquejei,,,1,1
traquejo,,,10,1
traqueou,,,1,1
traquina,,,1,1
traquinava,,,2,1
trarei,,,1,1
traria,,,12,1
trariam,,,1,1
trará,,,9,1
trarão,,,2,1
tras,,,26,1
trasbor,,,1,1
traseira,,,3,1
traseiro,,,5,1
trasero,,,2,1
trasfogueiro,,,1,1
trasmite,,,1,1
trasnponivel,,,1,1
trassos,,,1,1
traste,,,24,1
trastejar,,,1,1
trastes,,,52,1
trastos,,,2,1
trata,,,23,1
tratada,,,7,1
tratado,,,25,1
tratador,,,1,1
tratados,,,3,1
tratam,,,6,1
tratamento,,,7,1
tratamos,,,1,1
tratando,,,15,1
tratar,,,60,1
trataram,,,3,1
tratastes,,,1,1
tratava,,,7,1
tratavam,,,2,1
trate,,,22,1
tratei,,,13,1
tratem,,,3,1
tratemo,,,1,1
trato,,,90,1
trator,,,32,1
tratoreadas,,,1,1
tratores,,,4,1
tratorista,,,1,1
tratoristas,,,1,1
tratos,,,4,1
tratou,,,8,1
tratá,,,5,1
traté,,,1,1
trauma,,,4,1
traumas,,,1,1
traumatizou,,,1,1
traura,,,1,1
trava,,,19,1
travada,,,6,1
travado,,,1,1
travados,,,2,1
travalhei,,,1,1
travam,,,1,1
travar,,,1,1
travaram,,,6,1
travas,,,2,1
trave,,,5,1
traveco,,,2,1
travei,,,1,1
travessas,,,5,1
travesseiro,,,49,1
travesseiros,,,5,1
travessia,,,4,1
travesso,,,3,1
travessura,,,1,1
travessuras,,,2,1
travessão,,,17,1
travesti,,,8,1
travestis,,,2,1
traveções,,,1,1
travi,,,1,1
travo,,,4,1
travou,,,3,1
través,,,2,1
traz,,,1103,1
traze,,,4,1
trazei,,,1,1
trazelas,,,1,1
trazem,,,125,1
trazemos,,,6,1
trazendo,,,344,1
trazer,,,188,1
trazes,,,14,1
trazia,,,113,1
traziam,,,6,1
trazida,,,2,1
trazidas,,,1,1
trazido,,,5,1
trazê,,,7,1
trazêro,,,1,1
traça,,,11,1
traçada,,,3,1
traçadas,,,1,1
traçado,,,37,1
traçador,,,1,1
traçam,,,1,1
traçamos,,,2,1
traçando,,,15,1
traçar,,,6,1
traçaram,,,3,1
traças,,,9,1
traçastes,,,5,1
traçavam,,,2,1
traço,,,32,1
traçoeiramente,,,1,1
traços,,,24,1
traçou,,,19,1
tração,,,1,1
traí,,,4,1
traído,,,10,1
traídos,,,1,1
traíra,,,23,1
traíram,,,2,1
traíras,,,9,1
traíste,,,1,1
tre,,,2,1
trebal,,,2,1
trechilhas,,,1,1
trecho,,,24,1
trechos,,,8,1
treco,,,14,1
treim,,,1,1
treinada,,,1,1
treinado,,,3,1
treinados,,,1,1
treinando,,,6,1
treinar,,,8,1
treine,,,2,1
treinei,,,2,1
treino,,,3,1
treinou,,,1,1
treis,,,7,1
treixeirinhanão,,,1,1
treixo,,,1,1
trejeito,,,6,1
trejeitos,,,5,1
trela,,,13,1
trelado,,,1,1
trelas,,,1,1
trem,,,310,1
trema,,,1,1
treme,,,35,1
tremedeira,,,22,1
tremelunzente,,,2,1
tremeluzente,,,1,1
tremem,,,1,1
tremenda,,,2,1
tremendais,,,1,1
tremendal,,,7,1
tremendo,,,48,1
tremer,,,55,1
tremeram,,,1,1
tremeu,,,10,1
tremi,,,2,1
tremia,,,12,1
tremiam,,,1,1
tremido,,,2,1
tremo,,,2,1
tremor,,,4,1
tremores,,,1,1
trempe,,,29,1
trempes,,,2,1
tremula,,,8,1
tremulam,,,8,1
tremulando,,,6,1
tremulantes,,,1,1
tremular,,,3,1
tremulassem,,,1,1
tremura,,,2,1
tremê,,,7,1
tren,,,2,1
trena,,,1,1
trenador,,,1,1
trenando,,,1,1
trenas,,,1,1
trens,,,3,1
trenza,,,2,1
trenzaran,,,1,1
trenzas,,,2,1
trenzinho,,,19,1
trenzão,,,4,1
trenó,,,1,1
treo,,,1,1
trepa,,,5,1
trepadeiras,,,1,1
trepado,,,3,1
trepados,,,1,1
trepar,,,2,1
trepe,,,19,1
trepou,,,1,1
tres,,,33,1
tresa,,,1,1
tresnoitado,,,7,1
tresnoitados,,,2,1
tresoitão,,,2,1
tresontonte,,,2,1
treva,,,7,1
trevais,,,7,1
treval,,,4,1
trevas,,,7,1
trevo,,,38,1
trevos,,,7,1
treze,,,41,1
trezentas,,,3,1
trezento,,,2,1
trezentos,,,18,1
trezes,,,1,1
trezinho,,,1,1
trezontonte,,,1,1
tri,,,10,1
tria,,,2,1
triagem,,,1,1
triangulo,,,1,1
tribo,,,19,1
tribos,,,3,1
tribuna,,,16,1
tribunal,,,9,1
tribuno,,,1,1
tributo,,,32,1
tric,,,2,1
tricampeão,,,1,1
triches,,,2,1
trico,,,3,1
tricoline,,,1,1
tricolor,,,37,1
tricolores,,,3,1
tricotando,,,2,1
trigais,,,39,1
trigal,,,4,1
trigales,,,18,1
trigo,,,66,1
trigrada,,,4,1
trigueira,,,63,1
trigueiras,,,6,1
trigueiro,,,20,1
trigueiros,,,1,1
trilha,,,93,1
trilhada,,,1,1
trilham,,,2,1
trilhamos,,,3,1
trilhando,,,26,1
trilhar,,,19,1
trilharam,,,2,1
trilhas,,,24,1
trilhava,,,2,1
trilhei,,,5,1
trilho,,,64,1
trilhos,,,37,1
trilhou,,,6,1
trilhá,,,1,1
trilogia,,,7,1
trim,,,9,1
trimilico,,,1,1
trina,,,1,1
trinado,,,2,1
trinam,,,2,1
trinar,,,5,1
trinca,,,8,1
trincado,,,3,1
trincados,,,1,1
trincando,,,3,1
trincar,,,7,1
trincheira,,,64,1
trincheiras,,,19,1
trinco,,,3,1
trincá,,,1,1
trindade,,,23,1
trinde,,,1,1
trinos,,,1,1
trinqueira,,,1,1
trinques,,,1,1
trinta,,,247,1
trintrintin,,,3,1
trintrintrim,,,1,1
trio,,,5,1
trios,,,2,1
tripa,,,20,1
tripas,,,1,1
tripilhas,,,1,1
tripulação,,,1,1
tripé,,,1,1
trique,,,1,1
triqueira,,,1,1
trista,,,12,1
triste,,,1044,1
tristemente,,,16,1
tristes,,,85,1
tristesa,,,3,1
tristesas,,,2,1
tristeva,,,4,1
tristeza,,,978,1
tristezas,,,94,1
tristonha,,,27,1
tristonho,,,87,1
tristonhos,,,28,1
tristozas,,,1,1
trita,,,1,1
trito,,,1,1
triunfal,,,3,1
triunfei,,,1,1
triunfo,,,3,1
triz,,,1,1
triângulo,,,5,1
triçoeira,,,1,1
troar,,,2,1
troca,,,139,1
trocada,,,36,1
trocadas,,,3,1
trocadinha,,,1,1
trocadinho,,,1,1
trocadito,,,1,1
trocado,,,72,1
trocador,,,2,1
trocados,,,34,1
trocam,,,4,1
trocamo,,,1,1
trocamos,,,21,1
trocando,,,80,1
trocar,,,85,1
trocaram,,,21,1
trocarei,,,2,1
trocarem,,,1,1
trocaria,,,1,1
trocarmos,,,2,1
trocas,,,2,1
trocasse,,,3,1
trocaste,,,5,1
trocava,,,11,1
troce,,,1,1
troco,,,215,1
trocos,,,44,1
trocou,,,45,1
trocá,,,9,1
trodilho,,,3,1
trodilhos,,,1,1
troepando,,,1,1
troféu,,,51,1
troféus,,,3,1
troilo,,,1,1
trojahn,,,1,1
trojevar,,,1,1
trole,,,2,1
trollan,,,1,1
tromba,,,4,1
trombada,,,1,1
trombadas,,,4,1
trombeta,,,2,1
trombetas,,,1,1
trombetaço,,,1,1
trombone,,,4,1
trompa,,,4,1
trompada,,,7,1
trompadas,,,4,1
trompam,,,1,1
trompando,,,8,1
trompar,,,1,1
trompasso,,,1,1
trompassos,,,1,1
trompaço,,,6,1
trompaços,,,2,1
trompeando,,,1,1
trompear,,,1,1
trompá,,,1,1
tromqueira,,,1,1
trona,,,1,1
tronado,,,2,1
tronar,,,1,1
tronasse,,,1,1
troncha,,,8,1
tronchasso,,,1,1
troncheia,,,1,1
troncho,,,10,1
tronco,,,108,1
troncos,,,16,1
tronei,,,1,1
trongol,,,1,1
trono,,,96,1
tronos,,,1,1
tronpando,,,2,1
tronqueira,,,98,1
tronqueiras,,,10,1
tronquera,,,3,1
tronquilo,,,1,1
tronxo,,,1,1
tropa,,,913,1
tropadas,,,2,1
tropando,,,2,1
tropas,,,168,1
tropaço,,,5,1
tropea,,,1,1
tropeada,,,137,1
tropeadas,,,70,1
tropeado,,,2,1
tropeando,,,118,1
tropear,,,70,1
tropearam,,,3,1
tropeava,,,8,1
tropecei,,,10,1
tropecé,,,6,1
tropeei,,,8,1
tropei,,,1,1
tropeia,,,19,1
tropeio,,,5,1
tropeira,,,31,1
tropeiras,,,8,1
tropeirinho,,,2,1
tropeirismo,,,1,1
tropeiro,,,532,1
tropeiros,,,115,1
tropel,,,112,1
tropeou,,,4,1
tropereavam,,,1,1
troperiando,,,19,1
troperito,,,2,1
tropero,,,3,1
tropezito,,,1,1
tropeça,,,15,1
tropeçando,,,7,1
tropeçar,,,1,1
tropeço,,,19,1
tropeços,,,10,1
tropeçou,,,12,1
tropeção,,,1,1
tropia,,,1,1
tropiada,,,8,1
tropiadas,,,7,1
tropiando,,,5,1
tropica,,,9,1
tropical,,,3,1
tropicando,,,27,1
tropicar,,,2,1
tropicou,,,3,1
tropicão,,,5,1
tropiei,,,6,1
tropilha,,,320,1
tropilhas,,,90,1
tropilheiro,,,5,1
tropilhou,,,2,1
tropilla,,,3,1
tropillas,,,2,1
tropillero,,,1,1
tropiou,,,1,1
tropique,,,2,1
tropiquei,,,2,1
tropita,,,1,1
tropliha,,,2,1
tropo,,,1,1
tropéis,,,6,1
tropél,,,5,1
tropéu,,,12,1
troque,,,17,1
troquei,,,47,1
troqueiras,,,1,1
troqueiro,,,2,1
troquem,,,2,1
troquemo,,,8,1
troquinho,,,2,1
troquinhos,,,1,1
troquito,,,1,1
troquitos,,,2,1
trosso,,,2,1
trota,,,2,1
trotando,,,3,1
trote,,,426,1
troteada,,,37,1
troteadas,,,2,1
troteadinho,,,1,1
troteadito,,,1,1
troteado,,,4,1
troteador,,,4,1
troteando,,,105,1
trotear,,,32,1
troteava,,,9,1
trotecito,,,1,1
troteei,,,3,1
trotei,,,2,1
troteia,,,47,1
troteiam,,,4,1
troteio,,,7,1
troteou,,,12,1
trotes,,,6,1
trotesito,,,10,1
trotezito,,,71,1
trotiar,,,1,1
trotiava,,,2,1
troto,,,1,1
trotão,,,6,1
troucamos,,,1,1
trouce,,,1,1
trouxa,,,34,1
trouxas,,,9,1
trouxe,,,395,1
trouxei,,,2,1
trouxemos,,,4,1
trouxer,,,14,1
trouxeram,,,32,1
trouxesse,,,15,1
trouxessem,,,2,1
trouxeste,,,1,1
trouxinha,,,1,1
trova,,,133,1
trovado,,,1,1
trovador,,,144,1
trovadora,,,2,1
trovadores,,,40,1
trovam,,,1,1
trovando,,,46,1
trovar,,,15,1
trovaram,,,2,1
trovas,,,22,1
trovava,,,5,1
trovei,,,3,1
troveia,,,2,1
troveiro,,,30,1
troveiros,,,2,1
troveja,,,32,1
trovejando,,,6,1
trovejar,,,3,1
trovejava,,,2,1
trovejo,,,1,1
trovejos,,,1,1
trovejou,,,1,1
trovejô,,,1,1
trovemo,,,1,1
trovente,,,2,1
trovo,,,4,1
trovoada,,,10,1
trovoadas,,,8,1
trovou,,,3,1
trovão,,,30,1
trovôes,,,2,1
trovões,,,6,1
troxa,,,4,1
troxe,,,4,1
troço,,,57,1
troços,,,29,1
trsite,,,3,1
trste,,,1,1
truca,,,3,1
trucada,,,1,1
trucadão,,,1,1
trucando,,,1,1
truce,,,2,1
truche,,,1,1
truchi,,,3,1
truco,,,151,1
trucão,,,2,1
trunca,,,1,1
truncada,,,2,1
trunfo,,,1,1
trupica,,,1,1
trupicando,,,4,1
trupicá,,,2,1
truque,,,4,1
truqueia,,,1,1
trusse,,,2,1
truxas,,,1,1
truxe,,,8,1
try,,,2,1
tráia,,,1,1
trás,,,602,1
trátala,,,4,1
tráz,,,12,1
trânsito,,,2,1
trãªs,,,1,1
trço,,,1,1
trédia,,,2,1
trégua,,,22,1
tréguas,,,6,1
trêis,,,1,1
trêmula,,,1,1
trêmulas,,,1,1
trêmulo,,,4,1
três,,,786,1
trêz,,,2,1
tríade,,,1,1
tróis,,,2,1
trótezito,,,1,1
tróço,,,5,1
trôco,,,2,1
tu,,,4034,1
tua,,,1807,1
tuas,,,291,1
tuba,,,2,1
tubarão,,,12,1
tubarões,,,1,1
tubiana,,,2,1
tubianada,,,2,1
tubiano,,,28,1
tubianos,,,5,1
tubo,,,7,1
